idBike,latitude_unlock,longitude_unlock,latitude_lock,longitude_lock
1644.0,40.4162619,-3.6957355,40.43715089959262,-3.64835857929032
6337.0,40.435285,-3.6948626,40.4440297,-3.6956047
7795.0,40.4017926,-3.6987665,40.4239757,-3.7020842
8022.0,40.4165039,-3.7030833,40.4165039,-3.7030833
1680.0,40.4017926,-3.6987665,40.4017926,-3.6987665
7688.0,40.4300481,-3.6816402,40.4300481,-3.6816402
3124.0,40.4117627,-3.6766813,40.4070358,-3.7110513
7818.0,40.4543852,-3.6835926,40.4207773,-3.6996502
4990.0,40.4150099,-3.7061032,40.4251906,-3.6977715
5642.0,40.4108,-3.714113,40.413764,-3.728318
5640.0,40.4341006,-3.7179687,40.4341006,-3.7179687
6104.0,40.4489101,-3.6952943,40.4489101,-3.6952943
7143.0,40.4034076,-3.7108108,40.42677,-3.68958
4001.0,40.4440297,-3.6956047,40.4411388,-3.7080833
7453.0,40.400781,-3.6882407,40.4163638,-3.7068969
7244.0,40.38895,-3.70017,40.3981798,-3.7023918
8073.0,40.401,-3.7043611,40.401,-3.7043611
2159.0,40.413764,-3.728318,40.398247,-3.716591
1696.0,40.421501,-3.680008,40.4343333,-3.6835833
394.0,40.44003,-3.71757,40.4306458,-3.7133412
6952.0,40.419752,-3.688398,40.4284246,-3.7061931
4567.0,40.423855,-3.694475,40.400789,-3.6744
6273.0,40.4153053,-3.6779232,40.4239757,-3.7020842
3691.0,40.4592351,-3.691533,40.4207773,-3.6996502
7329.0,40.4483322,-3.7272945,40.4483322,-3.7272945
7472.0,40.4138846,-3.7049407,40.425635,-3.669339
6532.0,40.4082805,-3.6784838,40.4034076,-3.7108108
7450.0,40.3981798,-3.7023918,40.4239757,-3.7020842
7342.0,40.40913630273305,-3.728533714316331,40.4146755,-3.7036825
7242.0,40.3917871,-3.7026789,40.4150099,-3.7061032
7878.0,40.4344731,-3.7015686,40.4383865,-3.6982353
6716.0,40.427736,-3.6832566,40.4156057,-3.7095084
585.0,40.4230721,-3.7075065,40.4284246,-3.7061931
600.0,40.3941388,-3.6758888,40.3962222,-3.6983055
8058.0,40.40913630273305,-3.728533714316331,40.4222862,-3.697895
4477.0,40.3928821,-3.6975708,40.3974444,-3.7065277
5993.0,40.438994,-3.7154329,40.4184192,-3.7032414
6050.0,40.43604,-3.69928,40.4440297,-3.6956047
2063.0,40.4141931,-3.7103285,40.4083061,-3.7007111
7993.0,40.4250361,-3.6837876,40.4250361,-3.6837876
7415.0,40.39425,-3.6937222,40.419752,-3.688398
7907.0,40.40765396169372,-3.7172213778842007,40.3974444,-3.7065277
6365.0,40.43604,-3.69928,40.43604,-3.69928
1897.0,40.4159569,-3.6738865,40.408264,-3.646697
7345.0,40.4184192,-3.7032414,40.429887,-3.6712823
8041.0,40.4162619,-3.6957355,40.4162619,-3.6957355
6812.0,40.43604,-3.69928,40.43604,-3.69928
5736.0,40.4385127,-3.6831578,40.4277456,-3.7174158
7004.0,40.3972616,-3.6945025,40.4488924,-3.6905604
2807.0,40.4483322,-3.7272945,40.4716,-3.68391
778.0,40.4257046,-3.6893698,40.4440297,-3.6956047
5506.0,40.4344731,-3.7015686,40.4232649,-3.7038312
3366.0,40.419752,-3.688398,40.4071304,-3.6751352
7727.0,40.4157413,-3.6691838,40.4396792,-3.6907784
8046.0,40.424148,-3.698447,40.4337322,-3.7175435
7359.0,40.40248333540473,-3.660188083470652,40.4083684,-3.6933463
2747.0,40.4008888,-3.6935833,40.3979722,-3.66925
6133.0,40.4207773,-3.6996502,40.4186516,-3.6933498
7612.0,40.4213983,-3.6752045,40.4097617,-3.7040666
4227.0,40.4032208,-3.6944768,40.4269483,-3.7035918
7867.0,40.409297,-3.691987,40.4222969,-3.6805189
7007.0,40.4463667,-3.7036675,40.4278682,-3.6954403
72.0,40.427657,-3.7205129,40.43604,-3.69928
7159.0,40.4411388,-3.7080833,40.4284246,-3.7061931
598.0,40.4396792,-3.6907784,40.4411388,-3.7080833
3979.0,40.39440607959559,-3.7080429728445563,40.4047851,-3.7028265
958.0,40.4302937,-3.7069171,40.4325991,-3.7246532
386.0,40.4056107,-3.7022591,40.40913630273305,-3.728533714316331
5445.0,40.4250833,-3.6615277,40.4250833,-3.6615277
2021.0,40.38895,-3.70017,40.4112744,-3.7088337
7399.0,40.4343611,-3.7149166,40.4184192,-3.7032414
7157.0,40.4192095,-3.711504,40.4392222,-3.6754444
5379.0,40.4112744,-3.7088337,40.4029202,-3.6788343
7444.0,40.4029202,-3.6788343,40.39440607959559,-3.7080429728445563
1092.0,40.39975,-3.6983888,40.39975,-3.6983888
7339.0,40.4202834,-3.7081246,40.40765396169372,-3.7172213778842007
5030.0,40.413736,-3.717487,40.413736,-3.717487
2313.0,40.3972616,-3.6945025,40.4044722,-3.6959166
7407.0,40.4309797,-3.7188898,40.4383865,-3.6982353
7201.0,40.4543852,-3.6835926,40.43503,-3.67012
7037.0,40.4337322,-3.7175435,40.4341006,-3.7179687
4855.0,40.4017926,-3.6987665,40.4205886,-3.7058415
5021.0,40.4251906,-3.6977715,40.4318611,-3.6714166
5988.0,40.419752,-3.688398,40.419752,-3.688398
6045.0,40.4337322,-3.7175435,40.4440297,-3.6956047
144.0,40.42852,-3.70205,40.42852,-3.70205
6007.0,40.38895,-3.70017,40.4132798,-3.6956178
7813.0,40.4132798,-3.6956178,40.4146755,-3.7036825
7894.0,40.40765396169372,-3.7172213778842007,40.4117627,-3.6766813
8068.0,40.4273005,-3.6706024,40.4273005,-3.6706024
6437.0,40.4114041,-3.7114762,40.4291992,-3.6967169
7743.0,40.4141931,-3.7103285,40.4060941,-3.6992759
3316.0,40.4383865,-3.6982353,40.4184192,-3.7032414
4317.0,40.4157413,-3.6691838,40.41825,-3.6766111
7208.0,40.4213148,-3.6724968,40.4144226,-3.7007164
2504.0,40.44375,-3.72699,40.423681,-3.710537
7980.0,40.40765396169372,-3.7172213778842007,40.4114041,-3.7114762
6923.0,40.41053,-3.65779,40.42677,-3.68958
7737.0,40.4324722,-3.6655555,40.4346388,-3.674
7266.0,40.4441388,-3.6751388,40.4441388,-3.6751388
7511.0,40.4239757,-3.7020842,40.4122047,-3.6991147
7810.0,40.4572466,-3.6763439,40.4278682,-3.6954403
5442.0,40.4284246,-3.7061931,40.44342,-3.72693
7983.0,40.4200783,-3.7065376,40.44370542379883,-3.648958444298144
7973.0,40.4607502,-3.6989925,40.4336944,-3.7046666
6437.0,40.401,-3.7043611,40.4108,-3.714113
511.0,40.4051451,-3.6803874,40.42699,-3.68745
7168.0,40.4273264,-3.7104417,40.4343611,-3.7149166
7691.0,40.43604,-3.69928,40.4309797,-3.7188898
6376.0,40.4338516,-3.708439,40.4386944,-3.7038333
6161.0,40.4232649,-3.7038312,40.4232649,-3.7038312
6472.0,40.4060941,-3.6992759,40.4165039,-3.7030833
6120.0,40.419752,-3.688398,40.419752,-3.688398
7078.0,40.4302937,-3.7069171,40.42478,-3.67384
3933.0,40.429706,-3.640994,40.43272086245887,-3.6485306152875148
7502.0,40.423668,-3.713053,40.424148,-3.698447
5182.0,40.4309524,-3.6993465,40.419752,-3.688398
7751.0,40.4083061,-3.7007111,40.44421,-3.66683
7848.0,40.4290555,-3.6782777,40.4442258,-3.6787169
7343.0,40.4097617,-3.7040666,40.4222969,-3.6805189
3852.0,40.4378,-3.66779,40.4378,-3.66779
6539.0,40.45673408797698,-3.708002730875242,40.45673408797698,-3.708002730875242
8017.0,40.4440297,-3.6956047,40.4331111,-3.6915555
6438.0,40.4230721,-3.7075065,40.4114041,-3.7114762
3238.0,40.4441388,-3.6751388,40.4186516,-3.6933498
7276.0,40.406837862773465,-3.7244893989507686,40.4232649,-3.7038312
5741.0,40.39425,-3.6937222,40.4017926,-3.6987665
6636.0,40.4489101,-3.6952943,40.4302937,-3.7069171
7709.0,40.4016111,-3.7138055,40.4262383,-3.7074453
3922.0,40.408264,-3.646697,40.400368,-3.634587
4613.0,40.4153053,-3.6779232,40.44156,-3.70164
6207.0,40.4108,-3.714113,40.4013216,-3.6863218
3851.0,40.3974444,-3.7065277,40.4032208,-3.6944768
6445.0,40.4269483,-3.7035918,40.4269483,-3.7035918
6449.0,40.4132798,-3.6956178,40.4251906,-3.6977715
5356.0,40.44175,-3.7144722,40.4295658,-3.7126299
7872.0,40.44003,-3.71757,40.4383865,-3.6982353
6000.0,40.413764,-3.728318,40.413736,-3.717487
874.0,40.4411388,-3.7080833,40.4411388,-3.7080833
1586.0,40.4527164,-3.6990077,40.4527164,-3.6990077
8068.0,40.3979722,-3.66925,40.4122047,-3.6991147
6358.0,40.4364,-3.71019,40.45109,-3.72937
4835.0,40.4186516,-3.6933498,40.4034076,-3.7108108
6568.0,40.419674,-3.7026735,40.4463667,-3.7036675
5895.0,40.4336944,-3.7046666,40.4035988,-3.7064516
5339.0,40.4239447,-3.6758383,40.43865,-3.66301
7353.0,40.4607502,-3.6989925,40.4343611,-3.7149166
7278.0,40.4510188,-3.6817962,40.4168,-3.71183
7583.0,40.398247,-3.716591,40.4156057,-3.7095084
6170.0,40.4107085,-3.6982318,40.42677,-3.68958
7862.0,40.4489101,-3.6952943,40.4338516,-3.708439
7299.0,40.4453307,-3.690861,40.4346388,-3.674
7518.0,40.40248333540473,-3.660188083470652,40.43725,-3.6772222
7330.0,40.4291992,-3.6967169,40.4457414,-3.6917932
4610.0,40.421501,-3.680008,40.4107085,-3.6982318
5437.0,40.4324722,-3.6655555,40.427657,-3.7205129
6597.0,40.4291992,-3.6967169,40.4572466,-3.6763439
6343.0,40.4239757,-3.7020842,40.4378,-3.66779
7733.0,40.4060941,-3.6992759,40.4108472,-3.693225
5300.0,40.4074902,-3.6901234,40.4273264,-3.7104417
5636.0,40.43604,-3.69928,40.4338516,-3.708439
7252.0,40.413736,-3.717487,40.413736,-3.717487
3043.0,40.4291992,-3.6967169,40.419752,-3.688398
7479.0,40.4273005,-3.6706024,40.4273005,-3.6706024
4033.0,40.4173703,-3.7057791,40.3972616,-3.6945025
7299.0,40.4344731,-3.7015686,40.4489101,-3.6952943
3600.0,40.4219665,-3.7224983,40.406837862773465,-3.7244893989507686
7193.0,40.44342,-3.72693,40.4273264,-3.7104417
7764.0,40.4463667,-3.7036675,40.4418402,-3.7040344
3272.0,40.4463667,-3.7036675,40.47938,-3.68532
7836.0,40.4112744,-3.7088337,40.4260957,-3.713479
6484.0,40.4117627,-3.6766813,40.4029202,-3.6788343
7964.0,40.4324722,-3.6655555,40.4324722,-3.6655555
5653.0,40.4207773,-3.6996502,40.4309524,-3.6993465
3819.0,40.4253944,-3.7170448,40.4364,-3.71019
5363.0,40.43503,-3.67012,40.40635,-3.670422
7841.0,40.400789,-3.6744,40.3928821,-3.6975708
261.0,40.4144226,-3.7007164,40.4383865,-3.6982353
7955.0,40.423681,-3.710537,40.39975,-3.6983888
1654.0,40.42478,-3.67384,40.40248333540473,-3.660188083470652
6978.0,40.4535,-3.7032777,40.4172137,-3.7018341
6717.0,40.4489101,-3.6952943,40.4585318,-3.684715
7216.0,40.4232649,-3.7038312,40.4184192,-3.7032414
3375.0,40.44003,-3.71757,40.4415974,-3.6927821
7983.0,40.4200783,-3.7065376,40.4200783,-3.7065376
5152.0,40.4141931,-3.7103285,40.4083684,-3.6933463
6712.0,40.423681,-3.710537,40.4008888,-3.6935833
7386.0,40.40913630273305,-3.728533714316331,40.40913630273305,-3.728533714316331
7177.0,40.435285,-3.6948626,40.435285,-3.6948626
7020.0,40.4272582,-3.6752024,40.4572466,-3.6763439
6645.0,40.4336944,-3.7046666,40.4336944,-3.7046666
5787.0,40.4284246,-3.7061931,40.4284246,-3.7061931
8058.0,40.406837862773465,-3.7244893989507686,40.401,-3.7043611
5805.0,40.4053153,-3.7071259,40.3962222,-3.6983055
3176.0,40.4207773,-3.6996502,40.4207773,-3.6996502
7630.0,40.3962222,-3.6983055,40.4101564,-3.7025024
7500.0,40.409297,-3.691987,40.423668,-3.713053
7483.0,40.4572466,-3.6763439,40.43666,-3.66096
7854.0,40.4213148,-3.6724968,40.4013216,-3.6863218
5526.0,40.4200783,-3.7065376,40.4336944,-3.7046666
6596.0,40.4150099,-3.7061032,40.4251906,-3.6977715
1696.0,40.438994,-3.7154329,40.424963,-3.687745
6510.0,40.4192095,-3.711504,40.42852,-3.70205
5876.0,40.4097617,-3.7040666,40.4097617,-3.7040666
7352.0,40.4585318,-3.684715,40.4442258,-3.6787169
3856.0,40.4153053,-3.6779232,40.421501,-3.680008
2825.0,40.4272582,-3.6752024,40.4272582,-3.6752024
6518.0,40.4269483,-3.7035918,40.4047851,-3.7028265
6839.0,40.4213148,-3.6724968,40.422962108947424,-3.6555552857442697
7687.0,40.4117627,-3.6766813,40.400781,-3.6882407
7960.0,40.42533,-3.69214,40.3974444,-3.7065277
4070.0,40.421501,-3.680008,40.40635,-3.670422
7114.0,40.4306458,-3.7133412,40.4232649,-3.7038312
5033.0,40.4168,-3.71183,40.4144226,-3.7007164
5585.0,40.4290555,-3.6782777,40.44421,-3.66683
2657.0,40.421501,-3.680008,40.4345973,-3.678492
8031.0,40.435285,-3.6948626,40.43604,-3.69928
6563.0,40.4231526,-3.6691524,40.43503,-3.67012
4867.0,40.4070358,-3.7110513,40.4138846,-3.7049407
6261.0,40.4213983,-3.6752045,40.4351256,-3.6554918
4274.0,40.4630277,-3.6973333,40.45546,-3.68844
6264.0,40.4257046,-3.6893698,40.4074902,-3.6901234
5778.0,40.4141931,-3.7103285,40.4200783,-3.7065376
6701.0,40.4284246,-3.7061931,40.3981798,-3.7023918
5013.0,40.4344731,-3.7015686,40.423855,-3.694475
7576.0,40.4232153,-3.690756,40.4232153,-3.690756
6106.0,40.421501,-3.680008,40.3928821,-3.6975708
7369.0,40.4266828,-3.700423,40.44156,-3.70164
4857.0,40.4097617,-3.7040666,40.4543852,-3.6835926
6879.0,40.4232153,-3.690756,40.46361,-3.68514
6061.0,40.4168,-3.71183,40.4083061,-3.7007111
5014.0,40.4186516,-3.6933498,40.4114041,-3.7114762
4730.0,40.4108,-3.714113,40.4008888,-3.6935833
5412.0,40.4053153,-3.7071259,40.4053153,-3.7071259
4645.0,40.4261851,-3.6738714,40.4047851,-3.7028265
5525.0,40.44003,-3.71757,40.4157413,-3.6691838
4788.0,40.426134,-3.6787441,40.4112744,-3.7088337
5031.0,40.4273264,-3.7104417,40.4463667,-3.7036675
7851.0,40.423668,-3.713053,40.413764,-3.728318
7619.0,40.4138846,-3.7049407,40.4309524,-3.6993465
7338.0,40.4284246,-3.7061931,40.4156057,-3.7095084
1804.0,40.4262383,-3.7074453,40.4278682,-3.6954403
6229.0,40.4347895,-3.7200845,40.4008888,-3.6935833
7346.0,40.44156,-3.70164,40.43837,-3.69281
6028.0,40.4347895,-3.7200845,40.4034076,-3.7108108
4353.0,40.4336944,-3.7046666,40.435285,-3.6948626
2867.0,40.4572824,-3.7009675,40.4483322,-3.7272945
8035.0,40.423855,-3.694475,40.423855,-3.694475
4705.0,40.42478,-3.67384,40.400789,-3.6744
7193.0,40.4205886,-3.7058415,40.3972616,-3.6945025
6481.0,40.4260957,-3.713479,40.4260957,-3.713479
8029.0,40.4108,-3.714113,40.4159569,-3.6738865
7175.0,40.41825,-3.6766111,40.400781,-3.6882407
1428.0,40.38895,-3.70017,40.4075606,-3.6935205
310.0,40.424963,-3.687745,40.424963,-3.687745
4558.0,40.4510188,-3.6817962,40.3928821,-3.6975708
6681.0,40.42059,-3.70239,40.413736,-3.717487
4361.0,40.389258643579105,-3.6903589643353483,40.4457414,-3.6917932
256.0,40.45619382579544,-3.6929376751795306,40.45619382579544,-3.6929376751795306
7325.0,40.4510188,-3.6817962,40.4385127,-3.6831578
3724.0,40.4510188,-3.6817962,40.4476666,-3.7041666
7899.0,40.4251906,-3.6977715,40.4107085,-3.6982318
7630.0,40.42533,-3.69214,40.4114041,-3.7114762
3759.0,40.3974444,-3.7065277,40.4273264,-3.7104417
7902.0,40.4355143,-3.6892368,40.4378,-3.66779
7948.0,40.4114041,-3.7114762,40.4047851,-3.7028265
4732.0,40.4114041,-3.7114762,40.4122047,-3.6991147
6351.0,40.4476666,-3.7041666,40.4411388,-3.7080833
7496.0,40.4114475,-3.6689089,40.41825,-3.6766111
2474.0,40.4656779,-3.6887722,40.43503,-3.67012
7895.0,40.3972616,-3.6945025,40.4122047,-3.6991147
8068.0,40.3972616,-3.6945025,40.3972616,-3.6945025
5187.0,40.40765396169372,-3.7172213778842007,40.3981798,-3.7023918
6937.0,40.426,-3.6653055,40.4441388,-3.6751388
780.0,40.4277456,-3.7174158,40.423668,-3.713053
6732.0,40.4044722,-3.6959166,40.44106,-3.68609
5054.0,40.4386944,-3.7038333,40.3914722,-3.6941944
2896.0,40.4239447,-3.6758383,40.4498613,-3.6881689
5099.0,40.4331111,-3.6915555,40.401,-3.7043611
7282.0,40.44635,-3.71383,40.4344731,-3.7015686
7753.0,40.4548456,-3.6946218,40.4489101,-3.6952943
4392.0,40.4179237,-3.6708959,40.4207773,-3.6996502
7365.0,40.429887,-3.6712823,40.429887,-3.6712823
6641.0,40.421501,-3.680008,40.4082805,-3.6784838
6109.0,40.41731271011562,-3.701602938060457,40.389258643579105,-3.6903589643353483
1288.0,40.423855,-3.694475,40.4385127,-3.6831578
5132.0,40.43604,-3.69928,40.413764,-3.728318
5591.0,40.3981798,-3.7023918,40.4035988,-3.7064516
5041.0,40.4591366,-3.6894151,40.4591366,-3.6894151
7891.0,40.4527164,-3.6990077,40.4489101,-3.6952943
2744.0,40.4070358,-3.7110513,40.409808,-3.688822
7519.0,40.4272582,-3.6752024,40.4231526,-3.6691524
7528.0,40.4284246,-3.7061931,40.4074902,-3.6901234
41.0,40.401,-3.7043611,40.4138846,-3.7049407
7986.0,40.4219665,-3.7224983,40.3928821,-3.6975708
8002.0,40.4591366,-3.6894151,40.4179237,-3.6708959
6073.0,40.419752,-3.688398,40.4056107,-3.7022591
4867.0,40.4179237,-3.6708959,40.4075685,-3.6902255
7296.0,40.423855,-3.694475,40.423681,-3.710537
8017.0,40.44156,-3.70164,40.4273264,-3.7104417
926.0,40.4351256,-3.6554918,40.4351256,-3.6554918
7707.0,40.4344731,-3.7015686,40.4343333,-3.6835833
5456.0,40.3979722,-3.66925,40.3979722,-3.66925
7216.0,40.4157413,-3.6691838,40.4463667,-3.7036675
3774.0,40.406837862773465,-3.7244893989507686,40.4122047,-3.6991147
3405.0,40.4313576,-3.6838303,40.4222862,-3.697895
8058.0,40.4273005,-3.6706024,40.4630277,-3.6973333
5928.0,40.4548456,-3.6946218,40.4253944,-3.7170448
4541.0,40.39425,-3.6937222,40.4097617,-3.7040666
5402.0,40.4032208,-3.6944768,40.4157413,-3.6691838
7198.0,40.4440297,-3.6956047,40.42533,-3.69214
8026.0,40.4290555,-3.6782777,40.4476666,-3.7041666
3148.0,40.3962222,-3.6983055,40.3962222,-3.6983055
7510.0,40.4309524,-3.6993465,40.4112744,-3.7088337
5194.0,40.39382977920336,-3.6659362429356372,40.39382977920336,-3.6659362429356372
4504.0,40.427736,-3.6832566,40.4272582,-3.6752024
6355.0,40.4336944,-3.7046666,40.4255495,-3.7043418
3423.0,40.4179237,-3.6708959,40.40248333540473,-3.660188083470652
5630.0,40.43604,-3.69928,40.43604,-3.69928
7386.0,40.4311944,-3.6590555,40.40617,-3.65122
7414.0,40.4239447,-3.6758383,40.4239447,-3.6758383
4579.0,40.4311944,-3.6590555,40.425635,-3.669339
6231.0,40.4112744,-3.7088337,40.4489101,-3.6952943
833.0,40.45673408797698,-3.708002730875242,40.45673408797698,-3.708002730875242
3915.0,40.4060941,-3.6992759,40.413764,-3.728318
6032.0,40.4291992,-3.6967169,40.4213148,-3.6724968
3971.0,40.4336944,-3.7046666,40.4336944,-3.7046666
2737.0,40.4255495,-3.7043418,40.4192095,-3.711504
7447.0,40.40913630273305,-3.728533714316331,40.4172781,-3.7063837
1840.0,40.4084556,-3.6697526,40.4084556,-3.6697526
7246.0,40.43725,-3.6772222,40.4029202,-3.6788343
2376.0,40.4016111,-3.7138055,40.4017926,-3.6987665
6502.0,40.4192095,-3.711504,40.4285524,-3.7025875
82.0,40.4051451,-3.6803874,40.41825,-3.6766111
5155.0,40.4044722,-3.6959166,40.39440607959559,-3.7080429728445563
6000.0,40.4253944,-3.7170448,40.45673408797698,-3.708002730875242
4408.0,40.4222862,-3.697895,40.4138846,-3.7049407
6089.0,40.43725,-3.6772222,40.43725,-3.6772222
7430.0,40.4117627,-3.6766813,40.4132798,-3.6956178
5227.0,40.41053,-3.65779,40.4032501,-3.6726019
5025.0,40.4548456,-3.6946218,40.4543852,-3.6835926
6754.0,40.44156,-3.70164,40.4489101,-3.6952943
7397.0,40.4051451,-3.6803874,40.4313576,-3.6838303
6206.0,40.3917871,-3.7026789,40.4083061,-3.7007111
5682.0,40.4483269,-3.6797296,40.409808,-3.688822
6040.0,40.4253944,-3.7170448,40.4285524,-3.7025875
1126.0,40.4290555,-3.6782777,40.4157413,-3.6691838
6167.0,40.4323655,-3.6758555,40.423855,-3.694475
8018.0,40.40765396169372,-3.7172213778842007,40.40765396169372,-3.7172213778842007
7710.0,40.4337322,-3.7175435,40.4337322,-3.7175435
2520.0,40.4112744,-3.7088337,40.4112744,-3.7088337
5111.0,40.400781,-3.6882407,40.400781,-3.6882407
1654.0,40.4515833,-3.6780555,40.4285524,-3.7025875
4491.0,40.400789,-3.6744,40.400789,-3.6744
8077.0,40.4138333,-3.7135833,40.39382977920336,-3.6659362429356372
8031.0,40.4284246,-3.7061931,40.4230721,-3.7075065
3442.0,40.451333,-3.710525,40.4463667,-3.7036675
3741.0,40.419752,-3.688398,40.423855,-3.694475
6299.0,40.4222862,-3.697895,40.42852,-3.70205
7766.0,40.4156057,-3.7095084,40.3962222,-3.6983055
5749.0,40.39440607959559,-3.7080429728445563,40.39440607959559,-3.7080429728445563
884.0,40.4181518,-3.6984368,40.4463667,-3.7036675
